DATABASE	PRIMARY NAME	ABBREVIATION	NAMES	KEGG ID(S)	FORMULA	CHARGE
cpd06970_c0	Mangostin	Mangostin	Mangostin	C10080	C24H26O6	0
cpd06971_c0	Mesuaxanthone A	Mesuaxanthone A	1,5-Dihydroxy-3-methoxyxanthone|Mesuaxanthone A	C10081	C14H10O5	0
cpd06972_c0	Mesuaxanthone B	Mesuaxanthone B	1,5,6-Trihydroxyxanthone|Mesuaxanthone B	C10082	C13H8O5	0
cpd06973_c0	2-O-Methylswertianin	2-O-Methylswertianin	1,8-Dihydroxy-2,6-dimethoxyxanthone|2-O-Methylswertianin	C10083	C15H12O6	0
cpd06974_c0	Isorhamnetin	Isorhamnetin	Quercetin 3'-methyl ether|3-Methylquercetin|Isorhamnetin	C10084	C16H11O7	-1
cpd06975_c0	Morellin	Morellin	Morellin	C10085	C33H36O7	0
cpd06976_c0	Norathyriol	Norathyriol	1,3,6,7-Tetrahydroxyxanthone|Norathyriol	C10086	C13H7O6	-1
cpd06977_c0	Norlichexanthone	Norlichexanthone	Norlichexanthone	C10087	C14H10O5	0
cpd06978_c0	Norswertianin	Norswertianin	1,2,6,8-Tetrahydroxyxanthone|Norswertianin	C10088	C13H8O6	0
cpd06979_c0	Norswertianolin	Norswertianolin	Norswertianolin	C10089	C19H18O11	0
cpd06980_c0	Psorospermin	Psorospermin	Psorospermin	C10090	C19H16O6	0
cpd06981_c0	Swerchirin	Swerchirin	3,5-Dimethoxy-1,8-dihydroxyxanthone|5-O-Methylbellidifolin|Swerchirin	C10091	C15H12O6	0
cpd06982_c0	Swertianin	Swertianin	1,2,8-Trihydroxy-6-methoxyxanthone|Swertianin	C10092	C14H10O6	0
cpd06983_c0	Swertianolin	Swertianolin	Bellidifolin-8-O-glucoside|Swertianolin	C10093	C20H20O11	0
cpd06984_c0	1,3,5-Trihydroxyxanthone	1,3,5-Trihydroxyxanthone	1,3,5-Trihydroxyxanthone	C10094	C13H8O5	0
cpd06985_c0	Tripteroside	Tripteroside	Norathyriol-6-O-beta-D-glucoside|Tripteroside	C10095	C19H18O11	0
cpd06986_c0	Isoscutellarein	Isoscutellarein	8-Hydroxyapigenin|Isoscutellarein	C10097	C15H9O6	-1
cpd06987_c0	Kaempferide	Kaempferide	Kaempferol 4'-methyl ether|Kaempferide	C10098	C16H11O6	-1
cpd06988_c0	Kuwanone G	Kuwanone G	Kuwanone G	C10099	C40H36O11	0
cpd06989_c0	Kuwanone H	Kuwanone H	Kuwanone H	C10100	C45H44O11	0
cpd06990_c0	(S)-usnate	(S)-usnate	(S)-usnate|(S)-Usnic acid|(-)-Usnic acid	C10101	C18H14O7	-2
cpd06991_c0	Lucenin-2	Lucenin-2	Luteolin 6,8-di-C-glucoside|Lucenin-2	C10102	C27H29O16	-1
cpd06992_c0	Luteolin 7-O-(6''-malonylglucoside)	Luteolin 7-O-(6''-malonylglucoside)	Luteolin 7-O-(6''-malonylglucoside)	C10103	C24H21O14	-1
cpd06993_c0	6-Methoxyluteolin 7-rhamnoside	6-Methoxyluteolin 7-rhamnoside	6-Methoxyluteolin 7-rhamnoside	C10104	C22H22O11	0
cpd06994_c0	Morin	Morin	3,5,7,2',4'-Pentahydroxyflavone|Morin	C10105	C15H9O7	-1
cpd06995_c0	Morusin	Morusin	Morusin	C10106	C25H24O6	0
cpd06996_c0	Myricetin	Myricetin	3,5,7,3',4',5'-Hexahydroxyflavone|Myricetin	C10107	C15H9O8	-1
cpd06997_c0	Myricitrin	Myricitrin	Myricetin 3-O-rhamnoside|Myricitrin	C10108	C21H20O12	0
cpd06998_c0	Neocarlinoside	Neocarlinoside	Neocarlinoside	C10109	C26H27O15	-1
cpd06999_c0	Neoschaftoside	Neoschaftoside	Neoschaftoside	C10110	C26H27O14	-1
cpd07000_c0	Nevadensin	Nevadensin	Nevadensin	C10111	C18H16O7	0
cpd07001_c0	Nobiletin	Nobiletin	5,6,7,8,3',4'-Hexamethoxyflavone|Hexamethoxyflavone|Nobiletin	C10112	C21H22O8	0
cpd07002_c0	Norwogonin	Norwogonin	5,7,8-Trihydroxyflavone|Norwogonin	C10113	C15H9O5	-1
cpd07003_c0	Orientin	Orientin	Luteolin 8-C-glucoside|Orientin	C10114	C21H19O11	-1
cpd07004_c0	Oxyayanin A	Oxyayanin A	Oxyayanin A	C10115	C18H16O8	0
cpd07005_c0	Oxyayanin B	Oxyayanin B	Oxyayanin B	C10116	C18H16O8	0
cpd07006_c0	Pachypodol	Pachypodol	Quercetin 3,7,3'-trimethyl ether|Pachypodol	C10117	C18H16O7	0
cpd07007_c0	Patuletin	Patuletin	Quercetagetin 6-methyl ether|Patuletin	C10118	C16H11O8	-1
cpd07008_c0	Pedalitin	Pedalitin	Pedalitin	C10119	C16H12O7	0
cpd07009_c0	Pinoquercetin	Pinoquercetin	6-C-Methylquercetin|Pinoquercetin	C10120	C16H11O7	-1
cpd07010_c0	Primetin	Primetin	5,8-Dihydroxyflavone|Primetin	C10121	C15H10O4	0
cpd07011_c0	Quercetagetin	Quercetagetin	6-Hydroxyquercetin|Quercetagetin	C10122	C15H8O8	-2
cpd07012_c0	Adenocarpine	Adenocarpine	Adenocarpine	C10123	C19H24N2O	0
cpd07013_c0	Alexine	Alexine	Alexine	C10124	C8H15NO4	0
cpd07014_c0	Ammodendrine	Ammodendrine	Spherocarpine|Ammodendrine	C10125	C12H20N2O	0
cpd07015_c0	Anatabine	Anatabine	(-)-Anatabine|Anatabine	C10126	C10H12N2	0
cpd07016_c0	Anibine	Anibine	Anibine	C10127	C11H9NO3	0
cpd07017_c0	Arecaidine	Arecaidine	Arecaidine	C10128	C7H10NO2	-1
cpd07018_c0	Arecoline	Arecoline	Arecoline	C10129	C8H13NO2	0
cpd07019_c0	Astrocasine	Astrocasine	Astrocasine	C10130	C20H26N2O	0
cpd07020_c0	Astrophylline	Astrophylline	Astrophylline	C10131	C19H26N2O	0
cpd07021_c0	Australine	Australine	Australine	C10132	C8H15NO4	0
cpd07022_c0	Brunfelsamidine	Brunfelsamidine	Brunfelsamidine	C10133	C5H8N3	1
cpd07023_c0	Buchananine	Buchananine	Buchananine	C10134	C12H15NO7	0
cpd07024_c0	Carpaine	Carpaine	Carpaine	C10135	C28H50N2O4	0
cpd07025_c0	Cassine	Cassine	Cassine	C10136	C18H35NO2	0
cpd07026_c0	Codonopsine	Codonopsine	Codonopsine	C10137	C14H21NO4	0
cpd07027_c0	gamma-Coniceine	gamma-Coniceine	gamma-Coniceine	C10138	C8H16N	1
cpd07028_c0	Cryptophorine	Cryptophorine	Cryptophorine	C10139	C17H27NO	0
cpd07029_c0	Cucurbitine	Cucurbitine	Cucurbitine	C10140	C5H9N2O2	-1
cpd07030_c0	DMJ	DMJ	DMJ|Deoxymannojirimycin	C10141	C6H13NO4	0
cpd07031_c0	Dioscorine	Dioscorine	Dioscorine	C10142	C13H19NO2	0
cpd07032_c0	DMDP	DMDP	2,5-Dihydroxymethyl-3,4-dihydroxypyrrolidine|DMDP	C10143	C6H13NO4	0
cpd07033_c0	Fagomine	Fagomine	Fagomine	C10144	C6H13NO3	0
cpd07034_c0	Funebrine	Funebrine	Funebrine	C10145	C18H24N2O5	0
cpd07035_c0	Fusaric acid	Fusaric acid	Fusaric acid	C10146	C10H12NO2	-1
cpd07036_c0	Gerrardine	Gerrardine	Gerrardine	C10147	C11H19NO2S4	0
cpd07037_c0	Girgensonine	Girgensonine	Girgensonine	C10148	C13H16N2O	0
cpd07038_c0	Guvacine	Guvacine	Guvacine	C10149	C6H8NO2	-1
cpd07039_c0	Harzianopyridone	Harzianopyridone	Harzianopyridone	C10150	C14H18NO5	-1
cpd07040_c0	3-Hydroxystachydrine	3-Hydroxystachydrine	3-Hydroxystachydrine	C10151	C7H13NO3	0
cpd07041_c0	(-)-Hygroline	(-)-Hygroline	(-)-Hygroline	C10152	C8H17NO	0
cpd07042_c0	Isolobinine	Isolobinine	Isolobinine	C10153	C18H25NO2	0
cpd07043_c0	Juliflorine	Juliflorine	Juliflorine	C10154	C40H75N3O2	0
cpd07044_c0	Lentiginosine	Lentiginosine	Lentiginosine	C10155	C8H15NO2	0
cpd07045_c0	Lobelanidine	Lobelanidine	Lobelanidine	C10156	C22H29NO2	0
cpd07046_c0	Lobelanine	Lobelanine	Lobelanine	C10157	C22H25NO2	0
cpd07047_c0	Mearsine	Mearsine	Mearsine	C10158	C9H13NO	0
cpd07048_c0	(+)-N-Methylconiine	(+)-N-Methylconiine	(+)-N-Methylconiine	C10159	C9H19N	0
cpd07049_c0	Myosmine	Myosmine	Myosmine	C10160	C9H10N2	0
cpd07050_c0	Nicotyrine	Nicotyrine	beta-Nicotyrine|Nicotyrine	C10161	C10H10N2	0
cpd07051_c0	Nigrifactin	Nigrifactin	Nigrifactin	C10162	C12H18N	1
cpd07052_c0	Nitramine	Nitramine	Nitramine	C10163	C10H19NO	0
cpd07053_c0	Picolinic acid	Picolinic acid	2-Pyridinecarboxylic acid|Picolinic acid	C10164	C6H4NO2	-1
cpd07054_c0	Pinidine	Pinidine	(-)-Pinidine|Piperidine, 2-methyl-6-(1-propenyl)-, (2R-(2alpha,6alpha(E)))-|Pinidine	C10165	C9H17N	0
cpd07055_c0	Piplartine	Piplartine	Piperlongumine|Piplartine	C10166	C17H19NO5	0
cpd07056_c0	(+)-Prosopinine	(+)-Prosopinine	(+)-Prosopinine	C10167	C18H35NO3	0
cpd07057_c0	Pseudoconhydrine	Pseudoconhydrine	Pseudoconhydrine	C10168	C8H17NO	0
cpd07058_c0	Ruspolinone	Ruspolinone	Ruspolinone	C10169	C14H19NO3	0
cpd07059_c0	(-)-Santiaguine	(-)-Santiaguine	(-)-Santiaguine	C10170	C38H48N4O2	0
cpd07060_c0	(-)-Sedamine	(-)-Sedamine	(-)-Sedamine	C10171	C14H21NO	0
cpd07061_c0	Stachydrine	prolb	proline betaine|Stachydrine	C10172	C7H13NO2	0
cpd07062_c0	Swainsonine	Swainsonine	Swainsonine	C10173	C8H15NO3	0
cpd07063_c0	Trichostachine	Trichostachine	Trichostachine	C10174	C16H17NO3	0
cpd07064_c0	Quercetin 3-(2G-xylosylrutinoside)	Quercetin 3-(2G-xylosylrutinoside)	Quercetin 3-(2G-xylosylrutinoside)	C10175	C32H38O20	0
cpd07065_c0	Rhamnetin	Rhamnetin	Quercetin 7-methyl ether|Rhamnetin	C10176	C16H11O7	-1
cpd07066_c0	Robinetin	Robinetin	5-Deoxymyricetin|Robinetin	C10177	C15H9O7	-1
cpd07067_c0	Robinin	Robinin	Robinin	C10178	C33H40O19	0
cpd07068_c0	Robustaflavone	Robustaflavone	3',6''-Biapigenin|Robustaflavone	C10179	C30H17O10	-1
cpd07069_c0	Santin	Santin	Santin	C10180	C18H16O7	0
cpd07070_c0	Schaftoside	Schaftoside	Schaftoside	C10181	C26H27O14	-1
cpd07071_c0	Sciadopitysin	Sciadopitysin	Sciadopitysin	C10182	C33H23O10	-1
cpd07072_c0	Scullcapflavone II	Scullcapflavone II	Scullcapflavone II	C10183	C19H18O8	0
cpd07073_c0	Scutellarein	Scutellarein	6-Hydroxyapigenin|Isocarthamidin|Scutellarein	C10184	C15H9O6	-1
cpd07074_c0	Sexangularetin	Sexangularetin	Herbacetin 8-methyl ether|Sexangularetin	C10185	C16H11O7	-1
cpd07075_c0	Sinensetin	Sinensetin	5,6,7,3',4'-Pentamethoxyflavone|Sinensetin	C10186	C20H20O7	0
cpd07076_c0	Swertiajaponin	Swertiajaponin	Swertiajaponin	C10187	C22H22O11	0
cpd07077_c0	Tamarixetin	Tamarixetin	Quercetin 4'-methyl ether|Tamarixetin	C10188	C16H11O7	-1
cpd07078_c0	Tambulin	Tambulin	Herbacetin 7,8,4'-trimethyl ether|Tambulin	C10189	C18H15O7	-1
cpd07079_c0	Tangeretin	Tangeretin	5,6,7,8,4'-Pentamethoxyflavone|Tangeretin	C10190	C20H20O7	0
cpd07080_c0	Thymonin	Thymonin	Thymonin	C10191	C18H16O8	0
cpd07081_c0	Tricetin	Tricetin	5,7,3',4',5'-Pentahydroxyflavone|Tricetin	C10192	C15H10O7	0
cpd07082_c0	Tricin	Tricin	Tricetin 3',5'-di-methyl ether|Tricin	C10193	C17H14O7	0
cpd07083_c0	Velloquercetin	Velloquercetin	Velloquercetin	C10194	C20H15O7	-1
cpd07084_c0	Vicenin-2	Vicenin-2	5,7,4'-Trihydroxyflavone-6,8-di-C-glucoside|Apigenin-6,8-di-C-glycoside|Vicenin-2	C10195	C27H29O15	-1
cpd07085_c0	Violanthin	Violanthin	Violanthin	C10196	C27H29O14	-1
cpd07086_c0	Wogonin	Wogonin	Norwogonin 8-methyl ether|Wogonin	C10197	C16H12O5	0
cpd07087_c0	(-)-Acanthocarpan	(-)-Acanthocarpan	(-)-Acanthocarpan	C10198	C17H12O7	0
cpd07088_c0	Afrormosin	Afrormosin	Afrormosin	C10199	C17H14O5	0
cpd07089_c0	Anhydroglycinol	Anhydroglycinol	3,9-Dihydroxypterocarpen|Anhydroglycinol	C10200	C15H10O4	0
cpd07090_c0	Betavulgarin	Betavulgarin	Betavulgarin	C10201	C17H12O6	0
cpd07091_c0	Bowdichione	Bowdichione	Bowdichione	C10202	C16H10O6	0
cpd07092_c0	Cajanin	Cajanin	Cajanin	C10203	C16H12O6	0
cpd07093_c0	Cajanol	Cajanol	Cajanol	C10204	C17H16O6	0
cpd07094_c0	Coumestrol	Coumestrol	Coumestrol	C10205	C15H8O5	0
cpd07095_c0	Cristacarpin	Cristacarpin	Cristacarpin	C10206	C21H22O5	0
cpd07096_c0	Cyclokievitone	Cyclokievitone	Cyclokievitone	C10207	C20H18O6	0
cpd07097_c0	Daidzein	Daidzein	Daidzein	C10208	C15H10O4	0
cpd07098_c0	Afzelechin-(4alpha->8)-afzelechin	Afzelechin-(4alpha->8)-afzelechin	Afzelechin-(4alpha->8)-afzelechin	C10209	C30H26O10	0
cpd07099_c0	Agrimoniin	Agrimoniin	Agrimoniin	C10210	C82H51O52	-3
cpd07100_c0	Alnusiin	Alnusiin	Alnusiin	C10211	C41H25O26	-1
cpd07101_c0	Casuarictin	Casuarictin	Casuarictin	C10212	C41H27O26	-1
cpd07102_c0	Casuarinin	Casuarinin	Casuarinin	C10213	C41H27O26	-1
cpd07103_c0	Chebulagic acid	Chebulagic acid	Chebulagic acid	C10214	C41H29O27	-1
cpd07104_c0	Chebulinic acid	Chebulinic acid	Chebulinic acid	C10215	C41H31O27	-1
cpd07105_c0	Daidzin	Daidzin	Daidzein 7-O-glucoside|Daidzin	C10216	C21H20O9	0
cpd07106_c0	Cinchonain 1a	Cinchonain 1a	Cinchonain 1a	C10217	C24H20O9	0
cpd07107_c0	Coriariin A	Coriariin A	Coriariin A	C10218	C82H56O52	-2
cpd07108_c0	Corilagin	Corilagin	Corilagin	C10219	C27H22O18	0
cpd07109_c0	3,5-Di-O-galloyl-4-O-digalloylquinic acid	3,5-Di-O-galloyl-4-O-digalloylquinic acid	3,5-Di-O-galloyl-4-O-digalloylquinic acid	C10220	C35H27O22	-1
cpd07110_c0	Epicatechin-(4beta->8)-ent-epicatechin	Epicatechin-(4beta->8)-ent-epicatechin	Epicatechin-(4beta->8)-ent-epicatechin	C10221	C30H26O12	0
cpd07111_c0	[Epicatechin-(4beta->8)]5-epicatechin	[Epicatechin-(4beta->8)]5-epicatechin	[Epicatechin-(4beta->8)]5-epicatechin	C10222	C90H74O36	0
cpd07112_c0	Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester	Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester	Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester	C10223	C37H30O17	0
cpd07113_c0	Eugeniin	Eugeniin	Tellimagrandin II|Eugeniin	C10224	C41H28O26	-2
cpd07114_c0	ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol	ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol	ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol	C10225	C45H38O16	0
cpd07115_c0	Fucofuroeckol B	Fucofuroeckol B	Fucofuroeckol B	C10226	C24H13O11	-1
cpd07116_c0	Gallocatechin-(4alpha->8)-epigallocatechin	Gallocatechin-(4alpha->8)-epigallocatechin	Gallocatechin-(4alpha->8)-epigallocatechin	C10227	C30H26O14	0
cpd07117_c0	Gambiriin C	Gambiriin C	Epiafzelechin-(4beta->8)-catechin|Gambiriin C	C10228	C30H26O11	0
cpd07118_c0	Gemin A	Gemin A	Gemin A	C10229	C82H54O52	-2
cpd07119_c0	Geraniin	Geraniin	Geraniin	C10230	C41H28O27	0
cpd07120_c0	Guibourtinidol-(4alpha->6)-catechin	Guibourtinidol-(4alpha->6)-catechin	Guibourtinidol-(4alpha->6)-catechin	C10231	C30H26O10	0
cpd07121_c0	Isoterchebin	Isoterchebin	Isoterchebin	C10232	C41H30O27	0
cpd07122_c0	Kandelin A-1	Kandelin A-1	Cinchonain-1a-(4beta->8)-catechin|Kandelin A-1	C10233	C39H32O15	0
cpd07123_c0	Mahuannin D	Mahuannin D	ent-Apigeniflavan-(2alpha->7,4alpha->8)-epiafzelechin|Mahuannin D	C10234	C30H24O9	0
cpd07124_c0	Mallotusinic acid	Mallotusinic acid	Mallotusinic acid	C10235	C48H29O32	-3
cpd07125_c0	Pedunculagin	Pedunculagin	Pedunculagin	C10236	C34H23O22	-1
cpd07126_c0	Proanthocyanidin A2	Proanthocyanidin A2	Epicatechin-(2beta->7,4beta->8)-epicatechin|Proanthocyanidin A2	C10237	C30H24O12	0
cpd07127_c0	Procyanidin B4	Procyanidin B4	Catechin-(4alpha->8)-epicatechin|Procyanidin B4	C10238	C30H26O12	0
cpd07128_c0	Robinetinidol-(4alpha->8)-catechin-(6->4alpha)-robinetinidol	Robinetinidol-(4alpha->8)-catechin-(6->4alpha)-robinetinidol	Robinetinidol-(4alpha->8)-catechin-(6->4alpha)-robinetinidol	C10239	C45H38O18	0
cpd07129_c0	Rugosin D	Rugosin D	Rugosin D	C10240	C82H56O52	-2
cpd07130_c0	Tellimagrandin I	Tellimagrandin I	Tellimagrandin I	C10241	C34H25O22	-1
cpd07131_c0	Terminalin	Terminalin	Terminalin	C10242	C28H10O16	0
cpd07132_c0	1,2,3,4-Tetragalloyl-alpha-D-glucose	1,2,3,4-Tetragalloyl-alpha-D-glucose	1,2,3,4-Tetragalloyl-alpha-D-glucose	C10243	C34H28O22	0
cpd07133_c0	Agrostophyllin	Agrostophyllin	Agrostophyllin	C10244	C17H14O4	0
cpd07134_c0	Astringin	Astringin	Astringin	C10245	C20H22O9	0
cpd07135_c0	Batatasin I	Batatasin I	Batatasin I	C10246	C17H16O4	0
cpd07136_c0	Batatasin IV	Batatasin IV	Batatasin IV	C10247	C15H16O3	0
cpd07137_c0	Blestriarene B	Blestriarene B	Blestriarene B	C10248	C30H24O6	0
cpd07138_c0	Canaliculatol	Canaliculatol	Canaliculatol	C10249	C42H32O9	0
cpd07139_c0	Chlorophorin	Chlorophorin	Chlorophorin	C10250	C24H28O4	0
cpd07140_c0	Coelogin	Coelogin	Coelogin	C10251	C17H16O5	0
cpd07141_c0	Copalliferol B	Copalliferol B	Copalliferol B	C10252	C42H32O9	0
cpd07142_c0	Demethylbatatasin IV	Demethylbatatasin IV	Demethylbatatasin IV	C10253	C14H14O3	0
cpd07143_c0	Dihydropinosylvin	Dihydropinosylvin	Dihydropinosylvin	C10254	C14H14O2	0
cpd07144_c0	Dihydroresveratrol	Dihydroresveratrol	Dihydroresveratrol	C10255	C14H14O3	0
cpd07145_c0	4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene	4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene	4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene	C10256	C16H18O4	0
cpd07146_c0	4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene	4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene	4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene	C10257	C15H14O3	0
cpd07147_c0	Flavidin	Flavidin	Flavidin	C10258	C15H12O3	0
cpd07148_c0	Glepidotin C	Glepidotin C	Glepidotin C	C10259	C19H22O3	0
cpd07149_c0	Gnetin A	Gnetin A	Gnetin A	C10260	C28H22O6	0
cpd07150_c0	Hircinol	Hircinol	Hircinol	C10261	C15H14O3	0
cpd07151_c0	Hydrangenol	Hydrangenol	Hydrangenol	C10262	C15H12O4	0
cpd07152_c0	Amabiline	Amabiline	Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolidizin-7-yl)methyl ester|Amabiline	C10263	C15H25NO4	0
cpd07153_c0	3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid	3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid	3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid	C10264	C21H21O4	-1
cpd07154_c0	Isobatatasin I	Isobatatasin I	Isobatatasin I	C10265	C17H16O4	0
cpd07155_c0	Isorhapontin	Isorhapontin	Isorhapontin	C10266	C21H24O9	0
cpd07156_c0	Loroglossol	Loroglossol	Loroglossol	C10267	C16H16O3	0
cpd07157_c0	Lunularic acid	Lunularic acid	Lunularic acid	C10268	C15H13O4	-1
cpd07158_c0	Lunularin	Lunularin	Lunularin	C10269	C14H14O2	0
cpd07159_c0	Marchantin A	Marchantin A	Marchantin A	C10270	C28H24O5	0
cpd07160_c0	3'-O-Methylbatatasin III	3'-O-Methylbatatasin III	3'-O-Methylbatatasin III	C10271	C16H18O3	0
cpd07161_c0	Orchinol	Orchinol	Orchinol	C10272	C16H16O3	0
cpd07162_c0	Oxyresveratrol	Oxyresveratrol	Oxyresveratrol	C10273	C14H12O4	0
cpd07163_c0	Phyllodulcin	Phyllodulcin	Phyllodulcin	C10274	C16H14O5	0
cpd07164_c0	Piceid	Piceid	3,4,5-Trihydroxystilbene-3-beta-monoglucoside|Polydatin|Piceid	C10275	C20H22O8	0
cpd07165_c0	5-Methoxy-3-stilbenol	5-Methoxy-3-stilbenol	5-Methoxy-3-stilbenol|Pinosylvin methyl ether	C10276	C15H14O2	0
cpd07166_c0	Anacrotine	Anacrotine	Anacrotine	C10277	C18H25NO6	0
cpd07167_c0	Rivularine	Rivularine	Rivularine|O-7-Angelylheliotridine	C10278	C13H19NO3	0
cpd07168_c0	Angularine	Angularine	Angularine	C10279	C18H26NO6	1
cpd07169_c0	Auriculine	Auriculine	Auriculine	C10280	C31H45NO8	0
cpd07170_c0	4-Prenyldihydropinosylvin	4-Prenyldihydropinosylvin	4-Prenyldihydropinosylvin	C10281	C19H22O2	0
cpd07171_c0	Clivoline	Clivoline	Clivoline	C10282	C21H28NO7	1
cpd07172_c0	4'-Prenyloxyresveratrol	4'-Prenyloxyresveratrol	4'-Prenyloxyresveratrol	C10283	C19H20O4	0
cpd07173_c0	Crotanecine	Crotanecine	Crotanecine	C10284	C8H13NO3	0
cpd07174_c0	4-Prenylresveratrol	4-Prenylresveratrol	4-Prenylresveratrol	C10285	C19H20O3	0
cpd07175_c0	Doronine	Doronine	4,8-Secosenecionan-8,11,16-trione, 15,20-dihydro-12-(acetyloxy)-20-chloro-15-hydroxy-4-methyl-|Doronine	C10286	C21H31NO8Cl	1
cpd07176_c0	Pterostilbene	Pterostilbene	Pterostilbene	C10287	C16H16O3	0
cpd07177_c0	Rhapontin	Rhapontin	Rhapontin|Rhaponticin	C10288	C21H24O9	0
cpd07178_c0	epsilon-Viniferin	epsilon-Viniferin	epsilon-Viniferin	C10289	C28H22O6	0
cpd07179_c0	Acamelin	Acamelin	Acamelin	C10290	C10H8O4	0
cpd07180_c0	Alizarin 2-methyl ether	Alizarin 2-methyl ether	1-Hydroxy-2-methoxyanthraquinone|Alizarin 2-methyl ether	C10291	C15H10O4	0
cpd07181_c0	Alkannin	Alkannin	Alkannin	C10292	C16H16O5	0
cpd07182_c0	Alkannin beta,beta-dimethylacrylate	Alkannin beta,beta-dimethylacrylate	Alkannin beta,beta-dimethylacrylate	C10293	C21H22O6	0
cpd07183_c0	Aloe-emodin	Aloe-emodin	Aloe-emodin	C10294	C15H10O5	0
cpd07184_c0	Alteichin	Alteichin	Alteichin	C10295	C20H14O6	0
cpd07185_c0	Altersolanol A	Altersolanol A	Altersolanol A	C10296	C16H16O8	0
cpd07186_c0	Anthragallol	Anthragallol	Anthragallol	C10297	C14H8O5	0
cpd07187_c0	Ardisianone	Ardisianone	Ardisianone	C10298	C24H38O5	0
cpd07188_c0	Echimidine	Echimidine	7-Angelyl-9-echimidinylretronecine|Echimidine	C10299	C20H31NO7	0
cpd07189_c0	Aristolindiquinone	Aristolindiquinone	Aristolindiquinone	C10300	C12H9O4	-1
cpd07190_c0	Europine	Europine	9-Lasiocarpylheliotridine|Europine	C10301	C16H27NO6	0
cpd07191_c0	Arnebinone	Arnebinone	Arnebinone	C10302	C18H22O4	0
cpd07192_c0	Aurantio-obtusin beta-D-glucoside	Aurantio-obtusin beta-D-glucoside	Aurantio-obtusin beta-D-glucoside	C10303	C23H24O12	0
cpd07193_c0	Fulvine	Fulvine	Fulvine	C10304	C16H23NO5	0
cpd07194_c0	Aloin	Aloin	Aloin|Aloin A|Barbaloin	C10305	C21H22O9	0
cpd07195_c0	Bikaverin	Bikaverin	Bikaverin	C10306	C20H14O8	0
cpd07196_c0	Cascaroside A	Cascaroside A	Cascaroside A	C10307	C27H32O14	0
cpd07197_c0	Cassiamin C	Cassiamin C	Cassiamin C	C10308	C30H18O8	0
cpd07198_c0	Cercosporin	Cercosporin	Cercosporin	C10309	C29H26O10	0
cpd07199_c0	Chimaphilin	Chimaphilin	Chimaphilin|Chimaphylin	C10310	C12H10O2	0
cpd07200_c0	7-Chloroemodin	7-Chloroemodin	7-Chloroemodin	C10311	C15H8O5Cl	-1
cpd07201_c0	Danthron	Danthron	1,8-Dihydroxyanthraquinone|Danthron|Chrysazin	C10312	C14H8O4	0
cpd07202_c0	Chryso-obtusin glucoside	Chryso-obtusin glucoside	Chryso-obtusin glucoside	C10313	C25H28O12	0
cpd07203_c0	Chrysarobin	Chrysarobin	Chrysarobin|Chrysophanol anthrone|Chrysophanic acid 9-anthrone	C10314	C15H12O3	0
cpd07204_c0	Chrysophanol	Chrysophanol	1,8-Dihydroxy-3-methylanthraquinone|Chrysophanic acid|Chrysophanol	C10315	C15H10O4	0
cpd07205_c0	Chrysophanol 8-glucoside	Chrysophanol 8-glucoside	Chrysophanol 8-glucoside|Chrysophanol 8-O-beta-D-glucoside	C10316	C21H20O9	0
cpd07206_c0	Coleone A	Coleone A	Coleone A	C10317	C20H21O6	-1
cpd07207_c0	Conocurvone	Conocurvone	Conocurvone	C10318	C60H54O11	-2
cpd07208_c0	Heliosupine	Heliosupine	7-Angelyl-9-echimidinylheliotridine|Heliosupine	C10319	C20H31NO7	0
cpd07209_c0	Cornudentanone	Cornudentanone	Cornudentanone	C10320	C22H34O5	0
cpd07210_c0	Heliotridine	Heliotridine	Heliotridine	C10321	C8H13NO2	0
cpd07211_c0	Cyperaquinone	Cyperaquinone	Cyperaquinone	C10322	C14H10O4	0
cpd07212_c0	Cypripedin	Cypripedin	Cypripedin	C10323	C16H12O5	0
cpd07213_c0	Heliotrine	Heliotrine	9-Heliotrylheliotridine|Heliotrine	C10324	C16H27NO5	0
cpd07214_c0	Deoxylapachol	Deoxylapachol	Deoxylapachol	C10325	C15H14O2	0
cpd07215_c0	Indicine	Indicine	Indicine	C10326	C15H25NO5	0
cpd07216_c0	Digiferrugineol	Digiferrugineol	1-Hydroxy-2-hydroxymethylanthraquinone|Digiferrugineol	C10327	C15H10O4	0
